%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1748457078416617946,602,1748457078370407026,odom,0.887004912173,-0.501742031611,0.0,0.0,0.0,-0.309847774066,0.950786178332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59919727594e-06,0.0,0.0,0.0,0.0,0.0,0.0,603000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.61663255,0.0,0.0,0.0,0.0,0.0,0.0,1596.61663255,0.0,0.0,0.0,0.0,0.0,0.0,7.99542957162e-05
1748457078473069715,603,1748457078430435761,odom,0.908706793399,-0.518889286529,0.0,0.0,0.0,-0.309847774066,0.950786178332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60328704119e-06,0.0,0.0,0.0,0.0,0.0,0.0,604000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.53135356,0.0,0.0,0.0,0.0,0.0,0.0,3590.53135356,0.0,0.0,0.0,0.0,0.0,0.0,0.000180163443081
1748457078504269342,604,1748457078490487047,odom,0.930408674626,-0.536036541448,0.0,0.0,0.0,-0.310677331958,0.950515436701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60619742423e-06,0.0,0.0,0.0,0.0,0.0,0.0,605000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3593.24550197,0.0,0.0,0.0,0.0,0.0,0.0,3593.24550197,0.0,0.0,0.0,0.0,0.0,0.0,0.000180298832539
1748457078545686564,605,1748457078510479125,odom,0.937632648653,-0.541764909387,0.0,0.0,0.0,-0.309847802162,0.950786169176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99653799832e-07,0.0,0.0,0.0,0.0,0.0,0.0,606000000.0,0.0,0.0,0.0,0.0,0.0,0.0,399.524071432,0.0,0.0,0.0,0.0,0.0,0.0,399.524071432,0.0,0.0,0.0,0.0,0.0,0.0,1.99831599795e-05
1748457078567836140,606,1748457078550567241,odom,0.952100568795,-0.553196413521,0.0,0.0,0.0,-0.310677331958,0.950515436701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6069971025e-06,0.0,0.0,0.0,0.0,0.0,0.0,607000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.47958397,0.0,0.0,0.0,0.0,0.0,0.0,1604.47958397,0.0,0.0,0.0,0.0,0.0,0.0,8.03488347731e-05
1748457078627353988,607,1748457078590643637,odom,0.96654851685,-0.5646531494,0.0,0.0,0.0,-0.310677331958,0.950515436701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60606577992e-06,0.0,0.0,0.0,0.0,0.0,0.0,608000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.54615847,0.0,0.0,0.0,0.0,0.0,0.0,1603.54615847,0.0,0.0,0.0,0.0,0.0,0.0,8.03018607178e-05
1748457078665796564,608,1748457078630641855,odom,0.980996464905,-0.576109885279,0.0,0.0,0.0,-0.310677331958,0.950515436701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60001218319e-06,0.0,0.0,0.0,0.0,0.0,0.0,609000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.30607241,0.0,0.0,0.0,0.0,0.0,0.0,1597.30607241,0.0,0.0,0.0,0.0,0.0,0.0,7.9988872709e-05
1748457078713974180,609,1748457078670687939,odom,0.99544441296,-0.587566621158,0.0,0.0,0.0,-0.310677331958,0.950515436701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60373747349e-06,0.0,0.0,0.0,0.0,0.0,0.0,610000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.12523194,0.0,0.0,0.0,0.0,0.0,0.0,1601.12523194,0.0,0.0,0.0,0.0,0.0,0.0,8.01804331585e-05
1748457078780765107,610,1748457078710677616,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.311506653279,0.950243971285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59919727594e-06,0.0,0.0,0.0,0.0,0.0,0.0,611000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.62506643,0.0,0.0,0.0,0.0,0.0,0.0,1596.62506643,0.0,0.0,0.0,0.0,0.0,0.0,7.99547155859e-05
1748457078793967786,611,1748457078750711043,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31316455994,0.949698877749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60257332027e-06,0.0,0.0,0.0,0.0,0.0,0.0,612000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.11490073,0.0,0.0,0.0,0.0,0.0,0.0,1600.11490073,0.0,0.0,0.0,0.0,0.0,0.0,8.0129757374e-05
1748457078844196256,612,1748457078810830091,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.313993191505,0.949425234386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61434649676e-06,0.0,0.0,0.0,0.0,0.0,0.0,613000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3601.30453183,0.0,0.0,0.0,0.0,0.0,0.0,3601.30453183,0.0,0.0,0.0,0.0,0.0,0.0,0.000180705961291
1748457078864824864,613,1748457078853087198,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.313993191505,0.949425234386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78581103683e-06,0.0,0.0,0.0,0.0,0.0,0.0,614000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.49158414,0.0,0.0,0.0,0.0,0.0,0.0,1782.49158414,0.0,0.0,0.0,0.0,0.0,0.0,8.92786906581e-05
1748457078913540150,614,1748457078872722291,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.313993191505,0.949425234386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85567545891e-07,0.0,0.0,0.0,0.0,0.0,0.0,615000000.0,0.0,0.0,0.0,0.0,0.0,0.0,385.388559991,0.0,0.0,0.0,0.0,0.0,0.0,385.388559991,0.0,0.0,0.0,0.0,0.0,0.0,1.92758800616e-05
1748457078927361126,615,1748457078890976530,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.314821529513,0.949150886085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33180651069e-07,0.0,0.0,0.0,0.0,0.0,0.0,616000000.0,0.0,0.0,0.0,0.0,0.0,0.0,333.106287471,0.0,0.0,0.0,0.0,0.0,0.0,333.106287471,0.0,0.0,0.0,0.0,0.0,0.0,1.66600290717e-05
1748457078970710030,616,1748457078931034801,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60466879606e-06,0.0,0.0,0.0,0.0,0.0,0.0,617000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.09510552,0.0,0.0,0.0,0.0,0.0,0.0,1602.09510552,0.0,0.0,0.0,0.0,0.0,0.0,8.0229242307e-05
1748457079010768050,617,1748457078971007081,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.314821525642,0.949150887369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59780029207e-06,0.0,0.0,0.0,0.0,0.0,0.0,618000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.23840029,0.0,0.0,0.0,0.0,0.0,0.0,1595.23840029,0.0,0.0,0.0,0.0,0.0,0.0,7.98851641555e-05
1748457079076815976,618,1748457079031049982,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60514968634e-06,0.0,0.0,0.0,0.0,0.0,0.0,619000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.22009458,0.0,0.0,0.0,0.0,0.0,0.0,3592.22009458,0.0,0.0,0.0,0.0,0.0,0.0,0.000180248485568
1748457079093811829,619,1748457079091137830,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61050479114e-06,0.0,0.0,0.0,0.0,0.0,0.0,620000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3597.60663406,0.0,0.0,0.0,0.0,0.0,0.0,3597.60663406,0.0,0.0,0.0,0.0,0.0,0.0,0.000180518447908
1748457079140141210,620,1748457079111208919,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02797013521e-07,0.0,0.0,0.0,0.0,0.0,0.0,621000000.0,0.0,0.0,0.0,0.0,0.0,0.0,402.686973275,0.0,0.0,0.0,0.0,0.0,0.0,402.686973275,0.0,0.0,0.0,0.0,0.0,0.0,2.01414236107e-05
1748457079204618117,621,1748457079151233543,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60199124366e-06,0.0,0.0,0.0,0.0,0.0,0.0,622000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.40935105,0.0,0.0,0.0,0.0,0.0,0.0,1599.40935105,0.0,0.0,0.0,0.0,0.0,0.0,8.00945215844e-05
1748457079233804526,622,1748457079191178113,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59558840096e-06,0.0,0.0,0.0,0.0,0.0,0.0,623000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.03094109,0.0,0.0,0.0,0.0,0.0,0.0,1593.03094109,0.0,0.0,0.0,0.0,0.0,0.0,7.97744448955e-05
1748457079285306965,623,1748457079251226638,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60584817827e-06,0.0,0.0,0.0,0.0,0.0,0.0,624000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.89062399,0.0,0.0,0.0,0.0,0.0,0.0,3592.89062399,0.0,0.0,0.0,0.0,0.0,0.0,0.000180282253589
1748457079512441146,624,1748457079311236516,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60119156539e-06,0.0,0.0,0.0,0.0,0.0,0.0,625000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3588.30955113,0.0,0.0,0.0,0.0,0.0,0.0,3588.30955113,0.0,0.0,0.0,0.0,0.0,0.0,0.000180050270333
1748457079512505179,625,1748457079331231042,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99770215154e-07,0.0,0.0,0.0,0.0,0.0,0.0,626000000.0,0.0,0.0,0.0,0.0,0.0,0.0,399.621879925,0.0,0.0,0.0,0.0,0.0,0.0,399.621879925,0.0,0.0,0.0,0.0,0.0,0.0,1.99880540952e-05
1748457079512565841,626,1748457079371328375,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60769559443e-06,0.0,0.0,0.0,0.0,0.0,0.0,627000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.21628417,0.0,0.0,0.0,0.0,0.0,0.0,1605.21628417,0.0,0.0,0.0,0.0,0.0,0.0,8.038578639e-05
1748457079512628541,627,1748457079411422844,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60746276379e-06,0.0,0.0,0.0,0.0,0.0,0.0,628000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.99045063,0.0,0.0,0.0,0.0,0.0,0.0,1604.99045063,0.0,0.0,0.0,0.0,0.0,0.0,8.03743034978e-05
1748457079542731369,628,1748457079453070930,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7344718799e-06,0.0,0.0,0.0,0.0,0.0,0.0,629000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.56437273,0.0,0.0,0.0,0.0,0.0,0.0,1731.56437273,0.0,0.0,0.0,0.0,0.0,0.0,8.67238171751e-05
1748457079567885133,629,1748457079491425789,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47114042193e-06,0.0,0.0,0.0,0.0,0.0,0.0,630000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.93799661,0.0,0.0,0.0,0.0,0.0,0.0,1468.93799661,0.0,0.0,0.0,0.0,0.0,0.0,7.35510828862e-05
1748457079577178416,630,1748457079531422391,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59977935255e-06,0.0,0.0,0.0,0.0,0.0,0.0,631000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.17687041,0.0,0.0,0.0,0.0,0.0,0.0,1597.17687041,0.0,0.0,0.0,0.0,0.0,0.0,7.99824094506e-05
1748457079640784193,631,1748457079591461541,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60468402505e-06,0.0,0.0,0.0,0.0,0.0,0.0,632000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3591.77291666,0.0,0.0,0.0,0.0,0.0,0.0,3591.77291666,0.0,0.0,0.0,0.0,0.0,0.0,0.000180225965305
1748457079672041538,632,1748457079651524389,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60771082342e-06,0.0,0.0,0.0,0.0,0.0,0.0,633000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3594.62434882,0.0,0.0,0.0,0.0,0.0,0.0,3594.62434882,0.0,0.0,0.0,0.0,0.0,0.0,0.000180368267047
1748457079709664472,633,1748457079671798085,odom,1.00362947825,-0.592257538575,0.0,0.0,0.0,-0.31482156023,0.949150875896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11062501371e-07,0.0,0.0,0.0,0.0,0.0,0.0,634000000.0,0.0,0.0,0.0,0.0,0.0,0.0,410.854483813,0.0,0.0,0.0,0.0,0.0,0.0,410.854483813,0.0,0.0,0.0,0.0,0.0,0.0,2.0550109969e-05
1748457079738293990,634,1748457079712302404,odom,1.00462904425,-0.592228080135,0.0,0.0,0.0,-0.313993145405,0.949425249632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64064113051e-06,0.0,0.0,0.0,0.0,0.0,0.0,635000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.91380009,0.0,0.0,0.0,0.0,0.0,0.0,1637.91380009,0.0,0.0,0.0,0.0,0.0,0.0,8.20258915815e-05
1748457079816260620,635,1748457079751836708,odom,1.01073947454,-0.596057263049,0.0,0.0,0.0,-0.309847370807,0.950786309748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56310852617e-06,0.0,0.0,0.0,0.0,0.0,0.0,636000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.52613938,0.0,0.0,0.0,0.0,0.0,0.0,1560.52613938,0.0,0.0,0.0,0.0,0.0,0.0,7.81441524245e-05
1748457079852914052,636,1748457079791786070,odom,1.01681413445,-0.599942942776,0.0,0.0,0.0,-0.307356767653,0.951594355478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59593764693e-06,0.0,0.0,0.0,0.0,0.0,0.0,637000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.41247738,0.0,0.0,0.0,0.0,0.0,0.0,1593.41247738,0.0,0.0,0.0,0.0,0.0,0.0,7.97935865247e-05
1748457079888204674,637,1748457079831591993,odom,1.02483909564,-0.605909516158,0.0,0.0,0.0,-0.302369687608,0.953190732233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58452894539e-06,0.0,0.0,0.0,0.0,0.0,0.0,638000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.00878263,0.0,0.0,0.0,0.0,0.0,0.0,1582.00878263,0.0,0.0,0.0,0.0,0.0,0.0,7.92216142071e-05
1748457079912820688,638,1748457079872186313,odom,1.03376427775,-0.612020254596,0.0,0.0,0.0,-0.295707496093,0.955278533599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64774246514e-06,0.0,0.0,0.0,0.0,0.0,0.0,639000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.19198856,0.0,0.0,0.0,0.0,0.0,0.0,1645.19198856,0.0,0.0,0.0,0.0,0.0,0.0,8.2390821265e-05
1748457079979354402,639,1748457079932078377,odom,1.04851215255,-0.621427708498,0.0,0.0,0.0,-0.281503429232,0.959560221836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58710531145e-06,0.0,0.0,0.0,0.0,0.0,0.0,640000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.25930847,0.0,0.0,0.0,0.0,0.0,0.0,3574.25930847,0.0,0.0,0.0,0.0,0.0,0.0,0.000179343999277
1748457080003864709,640,1748457079971812007,odom,1.05824677997,-0.627849314916,0.0,0.0,0.0,-0.270599435582,0.962692030435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5787081793e-06,0.0,0.0,0.0,0.0,0.0,0.0,641000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.28164356,0.0,0.0,0.0,0.0,0.0,0.0,1576.28164356,0.0,0.0,0.0,0.0,0.0,0.0,7.89341209366e-05
1748457080041219734,641,1748457080011794963,odom,1.06803422527,-0.632344413863,0.0,0.0,0.0,-0.259660738037,0.965699902207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59861519933e-06,0.0,0.0,0.0,0.0,0.0,0.0,642000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.08921924,0.0,0.0,0.0,0.0,0.0,0.0,1596.08921924,0.0,0.0,0.0,0.0,0.0,0.0,7.99278421264e-05
1748457080079718602,642,1748457080051895264,odom,1.07779766161,-0.636891425045,0.0,0.0,0.0,-0.248688572167,0.968583498762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6080448404e-06,0.0,0.0,0.0,0.0,0.0,0.0,643000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.45662517,0.0,0.0,0.0,0.0,0.0,0.0,1605.45662517,0.0,0.0,0.0,0.0,0.0,0.0,8.03976871238e-05
1748457080136309340,643,1748457080091844730,odom,1.08753681414,-0.641490219238,0.0,0.0,0.0,-0.237684591875,0.971342388031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59593764693e-06,0.0,0.0,0.0,0.0,0.0,0.0,644000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.42087416,0.0,0.0,0.0,0.0,0.0,0.0,1593.42087416,0.0,0.0,0.0,0.0,0.0,0.0,7.97940019777e-05
1748457080160635146,644,1748457080131930291,odom,1.09725605196,-0.646130953697,0.0,0.0,0.0,-0.227499641095,0.973778164318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60688068718e-06,0.0,0.0,0.0,0.0,0.0,0.0,645000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.27846335,0.0,0.0,0.0,0.0,0.0,0.0,1604.27846335,0.0,0.0,0.0,0.0,0.0,0.0,8.03385930981e-05
1748457080227075985,645,1748457080191932095,odom,1.11179248816,-0.653180210579,0.0,0.0,0.0,-0.212175894757,0.977231492372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60037665814e-06,0.0,0.0,0.0,0.0,0.0,0.0,646000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3587.32203363,0.0,0.0,0.0,0.0,0.0,0.0,3587.32203363,0.0,0.0,0.0,0.0,0.0,0.0,0.000180001824039
1748457080283754839,646,1748457080252224163,odom,1.12651061157,-0.65734876468,0.0,0.0,0.0,-0.1976553048,0.980271585064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63518483937e-06,0.0,0.0,0.0,0.0,0.0,0.0,647000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3622.01402299,0.0,0.0,0.0,0.0,0.0,0.0,3622.01402299,0.0,0.0,0.0,0.0,0.0,0.0,0.000181747585774
1748457080296852715,647,1748457080272021341,odom,1.13140059652,-0.658793772344,0.0,0.0,0.0,-0.19251981922,0.981293085274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91853973269e-07,0.0,0.0,0.0,0.0,0.0,0.0,648000000.0,0.0,0.0,0.0,0.0,0.0,0.0,391.775263113,0.0,0.0,0.0,0.0,0.0,0.0,391.775263113,0.0,0.0,0.0,0.0,0.0,0.0,1.95954330661e-05
1748457080342833104,648,1748457080312145913,odom,1.14117031019,-0.661718271406,0.0,0.0,0.0,-0.182233198188,0.983255338901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60990748554e-06,0.0,0.0,0.0,0.0,0.0,0.0,649000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1607.39441673,0.0,0.0,0.0,0.0,0.0,0.0,1607.39441673,0.0,0.0,0.0,0.0,0.0,0.0,8.04950391509e-05
1748457080397288035,649,1748457080352104181,odom,1.15191409917,-0.664811974431,0.0,0.0,0.0,-0.171066904449,0.985259414673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59663613886e-06,0.0,0.0,0.0,0.0,0.0,0.0,650000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.12199037,0.0,0.0,0.0,0.0,0.0,0.0,1594.12199037,0.0,0.0,0.0,0.0,0.0,0.0,7.98291676132e-05
1748457080452180284,650,1748457080392065574,odom,1.16263815167,-0.667973413649,0.0,0.0,0.0,-0.159878597604,0.987136684572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59698538482e-06,0.0,0.0,0.0,0.0,0.0,0.0,651000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.37091127,0.0,0.0,0.0,0.0,0.0,0.0,1594.37091127,0.0,0.0,0.0,0.0,0.0,0.0,7.98416544356e-05
1748457080461370432,651,1748457080432155458,odom,1.17433564765,-0.671315357386,0.0,0.0,0.0,-0.149532454729,0.98875681792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60711351782e-06,0.0,0.0,0.0,0.0,0.0,0.0,652000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.6239547,0.0,0.0,0.0,0.0,0.0,0.0,1604.6239547,0.0,0.0,0.0,0.0,0.0,0.0,8.03559221541e-05
1748457080503543938,652,1748457080472430970,odom,1.18500985763,-0.674641201834,0.0,0.0,0.0,-0.139170109919,0.9902684891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62201467901e-06,0.0,0.0,0.0,0.0,0.0,0.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.49406683,0.0,0.0,0.0,0.0,0.0,0.0,1619.49406683,0.0,0.0,0.0,0.0,0.0,0.0,8.11017882474e-05
1748457080570180351,653,1748457080532420118,odom,1.19988280599,-0.676589382289,0.0,0.0,0.0,-0.123598104653,0.992332357895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59863042831e-06,0.0,0.0,0.0,0.0,0.0,0.0,654000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3585.8144794,0.0,0.0,0.0,0.0,0.0,0.0,3585.8144794,0.0,0.0,0.0,0.0,0.0,0.0,0.000179925897561
1748457080598639464,654,1748457080572524012,odom,1.20978380439,-0.677993031325,0.0,0.0,0.0,-0.112332632116,0.993670659606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60839408636e-06,0.0,0.0,0.0,0.0,0.0,0.0,655000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.74897955,0.0,0.0,0.0,0.0,0.0,0.0,1605.74897955,0.0,0.0,0.0,0.0,0.0,0.0,8.0412095087e-05
1748457080642992785,655,1748457080612830827,odom,1.22165589008,-0.679740481276,0.0,0.0,0.0,-0.101052699315,0.99488107428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62480864674e-06,0.0,0.0,0.0,0.0,0.0,0.0,656000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.00838148,0.0,0.0,0.0,0.0,0.0,0.0,1622.00838148,0.0,0.0,0.0,0.0,0.0,0.0,8.12279053704e-05
1748457080770446628,656,1748457080652462215,odom,1.23252997537,-0.681400080343,0.0,0.0,0.0,-0.091497817619,0.995805276834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57067552209e-06,0.0,0.0,0.0,0.0,0.0,0.0,657000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.18783407,0.0,0.0,0.0,0.0,0.0,0.0,1568.18783407,0.0,0.0,0.0,0.0,0.0,0.0,7.85284193134e-05
1748457080812093001,657,1748457080692584131,odom,1.24338903363,-0.683155316473,0.0,0.0,0.0,-0.0801949329362,0.996779199588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6096746549e-06,0.0,0.0,0.0,0.0,0.0,0.0,658000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1607.18499915,0.0,0.0,0.0,0.0,0.0,0.0,1607.18499915,0.0,0.0,0.0,0.0,0.0,0.0,8.04843829496e-05
1748457080812157726,658,1748457080732615004,odom,1.25226596621,-0.684638579031,0.0,0.0,0.0,-0.0706234588927,0.997503046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60245690495e-06,0.0,0.0,0.0,0.0,0.0,0.0,659000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.91109625,0.0,0.0,0.0,0.0,0.0,0.0,1599.91109625,0.0,0.0,0.0,0.0,0.0,0.0,8.01195336739e-05
1748457080826554210,659,1748457080772616397,odom,1.25721250527,-0.685367791892,0.0,0.0,0.0,-0.0645290463866,0.997915829202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60012859851e-06,0.0,0.0,0.0,0.0,0.0,0.0,660000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.55925238,0.0,0.0,0.0,0.0,0.0,0.0,1597.55925238,0.0,0.0,0.0,0.0,0.0,0.0,8.00015720119e-05
1748457080875000068,660,1748457080812682792,odom,1.2591945366,-0.685635283579,0.0,0.0,0.0,-0.0627872833408,0.998026932027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60525087267e-06,0.0,0.0,0.0,0.0,0.0,0.0,661000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.74719639,0.0,0.0,0.0,0.0,0.0,0.0,1602.74719639,0.0,0.0,0.0,0.0,0.0,0.0,8.0261787319e-05
